movie_title,director_name,language,country,genres,actor_1_name,actor_2_name,actor_3_name,comb
showgirls,Paul Verhoeven,English,France,Drama,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Paul Verhoeven English France Drama Bobbie Phillips Elizabeth Berkley Robert Davi
marie antoinette,Sofia Coppola,English,USA,Biography Drama History Romance,Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola English USA Biography Drama History Romance Kirsten Dunst Shirley Henderson Rip Torn
kiss of death,Barbet Schroeder,English,USA,Action Crime Thriller,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Barbet Schroeder English USA Action Crime Thriller Nicolas Cage Michael Rapaport Philip Baker Hall
get carter,Stephen Kay,English,USA,Action Crime Drama Thriller,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay English USA Action Crime Drama Thriller Sylvester Stallone Miranda Richardson Lauren Lee Smith
the impossible,J.A. Bayona,English,Spain,Drama Thriller,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona English Spain Drama Thriller Naomi Watts Geraldine Chaplin Oaklee Pendergast
ishtar,Elaine May,English,USA,Action Adventure Comedy Music Thriller,Carol Kane,Warren Beatty,Isabelle Adjani,Elaine May English USA Action Adventure Comedy Music Thriller Carol Kane Warren Beatty Isabelle Adjani
fantastic mr. fox,Wes Anderson,English,USA,Adventure Animation Comedy Crime Family,Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson English USA Adventure Animation Comedy Crime Family Bill Murray Meryl Streep Helen McCrory
life or something like it,Stephen Herek,English,USA,Comedy Romance,Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek English USA Comedy Romance Angelina Jolie Pitt Stockard Channing James Gammon
memoirs of an invisible man,John Carpenter,English,USA,Comedy Romance Sci-Fi Thriller,Richard Epcar,Michael McKean,Patricia Heaton,John Carpenter English USA Comedy Romance Sci-Fi Thriller Richard Epcar Michael McKean Patricia Heaton
amélie,Jean-Pierre Jeunet,French,France,Comedy Romance,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet French France Comedy Romance Mathieu Kassovitz Jamel Debbouze Isabelle Nanty
new york minute,Dennie Gordon,English,USA,Comedy Crime Family Romance,Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon English USA Comedy Crime Family Romance Mary-Kate Olsen Bob Saget Riley Smith
alfie,Charles Shyer,English,UK,Comedy Drama Romance,Omar Epps,Nia Long,Jane Krakowski,Charles Shyer English UK Comedy Drama Romance Omar Epps Nia Long Jane Krakowski
big miracle,Ken Kwapis,English,USA,Biography Drama Romance,Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis English USA Biography Drama Romance Ted Danson Tim Blake Nelson Andrew Daly
the deep end of the ocean,Ulu Grosbard,English,USA,Drama,Alexa PenaVega,Treat Williams,Jonathan Jackson,Ulu Grosbard English USA Drama Alexa PenaVega Treat Williams Jonathan Jackson
feardotcom,William Malone,English,UK,Crime Horror Thriller,Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone English UK Crime Horror Thriller Natascha McElhone Jeffrey Combs Udo Kier
cirque du freak: the vampire's assistant,Paul Weitz,English,USA,Action Adventure Fantasy Thriller,Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz English USA Action Adventure Fantasy Thriller Josh Hutcherson Salma Hayek Patrick Fugit
victor frankenstein,Paul McGuigan,English,USA,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan English USA Drama Horror Sci-Fi Thriller Daniel Radcliffe Spencer Wilding Daniel Mays
duplex,Danny DeVito,English,USA,Comedy,Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito English USA Comedy Justin Theroux Amber Valletta Harvey Fierstein
soul men,Malcolm D. Lee,English,USA,Comedy Drama Music,Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee English USA Comedy Drama Music Bernie Mac Sean Hayes Mike Epps
raise the titanic,Jerry Jameson,English,UK,Action Adventure Drama Thriller,M. Emmet Walsh,Jason Robards,Anne Archer,Jerry Jameson English UK Action Adventure Drama Thriller M. Emmet Walsh Jason Robards Anne Archer
universal soldier: the return,Mic Rodgers,English,USA,Action Sci-Fi,Michael Jai White,Daniel von Bargen,Xander Berkeley,Mic Rodgers English USA Action Sci-Fi Michael Jai White Daniel von Bargen Xander Berkeley
pandorum,Christian Alvart,English,Germany,Action Horror Mystery Sci-Fi Thriller,Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart English Germany Action Horror Mystery Sci-Fi Thriller Norman Reedus Dennis Quaid Eddie Rouse
impostor,Gary Fleder,English,USA,Drama Mystery Sci-Fi Thriller,Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder English USA Drama Mystery Sci-Fi Thriller Gary Dourdan Mekhi Phifer Tim Guinee
extreme ops,Christian Duguay,English,UK,Action Adventure Thriller,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Christian Duguay English UK Action Adventure Thriller Rufus Sewell Bridgette Wilson-Sampras Rupert Graves
just visiting,Jean-Marie Poiré,English,France,Comedy Fantasy Sci-Fi,Bridgette Wilson-Sampras,Matt Ross,John Aylward,Jean-Marie Poiré English France Comedy Fantasy Sci-Fi Bridgette Wilson-Sampras Matt Ross John Aylward
sunshine,Danny Boyle,English,UK,Adventure Sci-Fi Thriller,Chris Evans,Benedict Wong,Troy Garity,Danny Boyle English UK Adventure Sci-Fi Thriller Chris Evans Benedict Wong Troy Garity
a thousand words,Brian Robbins,English,USA,Comedy Drama,John Gatins,Lou Saliba,Greg Collins,Brian Robbins English USA Comedy Drama John Gatins Lou Saliba Greg Collins
delgo,Marc F. Adler,English,USA,Adventure Animation Comedy Fantasy Romance,Eric Idle,Anne Bancroft,Kelly Ripa,Marc F. Adler English USA Adventure Animation Comedy Fantasy Romance Eric Idle Anne Bancroft Kelly Ripa
the gunman,Pierre Morel,English,USA,Action Crime Drama Mystery Thriller,Ray Winstone,Mark Rylance,Jasmine Trinca,Pierre Morel English USA Action Crime Drama Mystery Thriller Ray Winstone Mark Rylance Jasmine Trinca
alex rider: operation stormbreaker,Geoffrey Sax,English,Germany,Action Adventure Family Thriller,Alex Pettyfer,Sophie Okonedo,Ashley Walters,Geoffrey Sax English Germany Action Adventure Family Thriller Alex Pettyfer Sophie Okonedo Ashley Walters
disturbia,D.J. Caruso,English,USA,Drama Mystery Thriller,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso English USA Drama Mystery Thriller Sarah Roemer Aaron Yoo Jose Pablo Cantillo
hackers,Iain Softley,English,USA,Comedy Crime Drama Thriller,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Iain Softley English USA Comedy Crime Drama Thriller Angelina Jolie Pitt Fisher Stevens Lorraine Bracco
the hunting party,Richard Shepard,English,USA,Adventure Comedy Drama Romance Thriller War,James Brolin,Zan Marolt,Ljubomir Kerekes,Richard Shepard English USA Adventure Comedy Drama Romance Thriller War James Brolin Zan Marolt Ljubomir Kerekes
the hudsucker proxy,Joel Coen,English,UK,Comedy Fantasy,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,Joel Coen English UK Comedy Fantasy Jennifer Jason Leigh Bill Cobbs John Mahoney
the warlords,Peter Ho-Sun Chan,Mandarin,Hong Kong,Action Drama History Romance War,Jet Li,Takeshi Kaneshiro,Andy Lau,Peter Ho-Sun Chan Mandarin Hong Kong Action Drama History Romance War Jet Li Takeshi Kaneshiro Andy Lau
nomad: the warrior,Sergey Bodrov,Kazakh,France,Drama History War,Jay Hernandez,Kuno Becker,Jason Scott Lee,Sergey Bodrov Kazakh France Drama History War Jay Hernandez Kuno Becker Jason Scott Lee
snowpiercer,Joon-ho Bong,English,South Korea,Action Drama Sci-Fi Thriller,Chris Evans,Ewen Bremner,Kang-ho Song,Joon-ho Bong English South Korea Action Drama Sci-Fi Thriller Chris Evans Ewen Bremner Kang-ho Song
a monster in paris,Bibo Bergeron,French,France,Adventure Animation Comedy Fantasy Music Romance,Adam Goldberg,Bob Balaban,François Cluzet,Bibo Bergeron French France Adventure Animation Comedy Fantasy Music Romance Adam Goldberg Bob Balaban François Cluzet
the last shot,Jeff Nathanson,English,USA,Comedy,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,Jeff Nathanson English USA Comedy Matthew Broderick Glenn Morshower Tim Blake Nelson
the crow,Alex Proyas,English,USA,Action Drama Fantasy,Michael Wincott,Bai Ling,David Patrick Kelly,Alex Proyas English USA Action Drama Fantasy Michael Wincott Bai Ling David Patrick Kelly
baahubali: the beginning,S.S. Rajamouli,Telugu,India,Action Adventure Drama Fantasy War,Tamannaah Bhatia,Anushka Shetty,Prabhas,S.S. Rajamouli Telugu India Action Adventure Drama Fantasy War Tamannaah Bhatia Anushka Shetty Prabhas
the time traveler's wife,Robert Schwentke,English,USA,Drama Fantasy Romance Sci-Fi,Arliss Howard,Brooklynn Proulx,Michelle Nolden,Robert Schwentke English USA Drama Fantasy Romance Sci-Fi Arliss Howard Brooklynn Proulx Michelle Nolden
because i said so,Michael Lehmann,English,USA,Comedy Romance,Colin Ferguson,Stephen Collins,Tom Everett Scott,Michael Lehmann English USA Comedy Romance Colin Ferguson Stephen Collins Tom Everett Scott
the fast and the furious,Rob Cohen,English,USA,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen English USA Action Crime Thriller Paul Walker Vin Diesel Jordana Brewster
frankenweenie,Tim Burton,English,USA,Animation Comedy Family Horror Sci-Fi,Martin Landau,Catherine O'Hara,Atticus Shaffer,Tim Burton English USA Animation Comedy Family Horror Sci-Fi Martin Landau Catherine O'Hara Atticus Shaffer
serenity,Joss Whedon,English,USA,Action Adventure Sci-Fi Thriller,Adam Baldwin,Sean Maher,Michael Hitchcock,Joss Whedon English USA Action Adventure Sci-Fi Thriller Adam Baldwin Sean Maher Michael Hitchcock
against the ropes,Charles S. Dutton,English,USA,Biography Drama Romance Sport,Omar Epps,Charles S. Dutton,Tim Daly,Charles S. Dutton English USA Biography Drama Romance Sport Omar Epps Charles S. Dutton Tim Daly
superman iii,Richard Lester,English,UK,Action Comedy Sci-Fi,Margot Kidder,Robert Vaughn,Jackie Cooper,Richard Lester English UK Action Comedy Sci-Fi Margot Kidder Robert Vaughn Jackie Cooper
grudge match,Peter Segal,English,USA,Comedy Sport,Robert De Niro,Sylvester Stallone,Oscar Gale,Peter Segal English USA Comedy Sport Robert De Niro Sylvester Stallone Oscar Gale
red cliff,John Woo,Mandarin,China,Action Adventure Drama History War,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,John Woo Mandarin China Action Adventure Drama History War Takeshi Kaneshiro Tony Chiu Wai Leung Wei Zhao
sweet home alabama,Andy Tennant,English,USA,Comedy Romance,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Andy Tennant English USA Comedy Romance Ethan Embry Mary Lynn Rajskub Courtney Gains
the ugly truth,Robert Luketic,English,USA,Comedy Romance,Gerard Butler,John Michael Higgins,Eric Winter,Robert Luketic English USA Comedy Romance Gerard Butler John Michael Higgins Eric Winter
sgt. bilko,Jonathan Lynn,English,USA,Comedy,Austin Pendleton,Phil Hartman,Max Casella,Jonathan Lynn English USA Comedy Austin Pendleton Phil Hartman Max Casella
spy kids 2: island of lost dreams,Robert Rodriguez,English,USA,Action Adventure Comedy Family Sci-Fi,Steve Buscemi,Alexa PenaVega,Emily Osment,Robert Rodriguez English USA Action Adventure Comedy Family Sci-Fi Steve Buscemi Alexa PenaVega Emily Osment
star trek: generations,David Carson,English,USA,Action Adventure Mystery Sci-Fi Thriller,LeVar Burton,Alan Ruck,Jonathan Frakes,David Carson English USA Action Adventure Mystery Sci-Fi Thriller LeVar Burton Alan Ruck Jonathan Frakes
the grandmaster,Kar-Wai Wong,Mandarin,Hong Kong,Action Biography Drama,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Kar-Wai Wong Mandarin Hong Kong Action Biography Drama Tony Chiu Wai Leung Hye-kyo Song Elvis Tsui
water for elephants,Francis Lawrence,English,USA,Drama Romance,Robert Pattinson,Christoph Waltz,James Frain,Francis Lawrence English USA Drama Romance Robert Pattinson Christoph Waltz James Frain
3rd rock from the sun            ,unknown,English,USA,Comedy Family Sci-Fi,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,unknown English USA Comedy Family Sci-Fi Joseph Gordon-Levitt Wayne Knight Kristen Johnston
dragon nest: warriors' dawn,Yuefeng Song,English,China,Adventure Animation Family Fantasy,Blythe Auffarth,Bianca Collins,Jiao Xu,Yuefeng Song English China Adventure Animation Family Fantasy Blythe Auffarth Bianca Collins Jiao Xu
the hurricane,Norman Jewison,English,USA,Biography Drama Sport,Denzel Washington,Vincent Pastore,Deborah Kara Unger,Norman Jewison English USA Biography Drama Sport Denzel Washington Vincent Pastore Deborah Kara Unger
enough,Michael Apted,English,USA,Crime Drama Thriller,Bill Cobbs,Jeff Kober,Billy Campbell,Michael Apted English USA Crime Drama Thriller Bill Cobbs Jeff Kober Billy Campbell
heartbreakers,David Mirkin,English,USA,Comedy Crime Romance,Sarah Silverman,Anne Bancroft,Jeffrey Jones,David Mirkin English USA Comedy Crime Romance Sarah Silverman Anne Bancroft Jeffrey Jones
paul blart: mall cop 2,Andy Fickman,English,USA,Action Comedy Crime,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Andy Fickman English USA Action Comedy Crime D.B. Woodside Daniella Alonso Eduardo Verástegui
angel eyes,Luis Mandoki,English,USA,Drama Romance,Sonia Braga,Shirley Knight,Kari Matchett,Luis Mandoki English USA Drama Romance Sonia Braga Shirley Knight Kari Matchett
joe somebody,John Pasquin,English,USA,Comedy Drama,Jim Belushi,Ken Marino,Kelly Lynch,John Pasquin English USA Comedy Drama Jim Belushi Ken Marino Kelly Lynch
the ninth gate,Roman Polanski,English,Spain,Mystery Thriller,Johnny Depp,Frank Langella,Lena Olin,Roman Polanski English Spain Mystery Thriller Johnny Depp Frank Langella Lena Olin
extreme measures,Michael Apted,English,USA,Crime Drama Mystery Thriller,J.K. Simmons,Paul Guilfoyle,Bill Nunn,Michael Apted English USA Crime Drama Mystery Thriller J.K. Simmons Paul Guilfoyle Bill Nunn
rock star,Stephen Herek,English,USA,Drama Music,Beth Grant,Dagmara Dominczyk,Matthew Glave,Stephen Herek English USA Drama Music Beth Grant Dagmara Dominczyk Matthew Glave
precious,Lee Daniels,English,USA,Drama,Mo'Nique,Gabourey Sidibe,Mariah Carey,Lee Daniels English USA Drama Mo'Nique Gabourey Sidibe Mariah Carey
white squall,Ridley Scott,English,USA,Adventure Drama,Jeff Bridges,Jason Marsden,Ethan Embry,Ridley Scott English USA Adventure Drama Jeff Bridges Jason Marsden Ethan Embry
the thing,John Carpenter,English,USA,Horror Mystery Sci-Fi,Wilford Brimley,Richard Masur,David Clennon,John Carpenter English USA Horror Mystery Sci-Fi Wilford Brimley Richard Masur David Clennon
riddick,David Twohy,English,USA,Action Sci-Fi Thriller,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,David Twohy English USA Action Sci-Fi Thriller Vin Diesel Nolan Gerard Funk Bokeem Woodbine
switchback,Jeb Stuart,English,USA,Crime Mystery Thriller,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,Jeb Stuart English USA Crime Mystery Thriller Gregory Scott Cummins Claudia Stedelin Ted Markland
texas rangers,Steve Miner,English,USA,Action Adventure Drama Thriller Western,Tom Skerritt,Usher Raymond,Leonor Varela,Steve Miner English USA Action Adventure Drama Thriller Western Tom Skerritt Usher Raymond Leonor Varela
city of ember,Gil Kenan,English,USA,Adventure Family Fantasy Sci-Fi,Bill Murray,Toby Jones,Harry Treadaway,Gil Kenan English USA Adventure Family Fantasy Sci-Fi Bill Murray Toby Jones Harry Treadaway
the master,Paul Thomas Anderson,English,USA,Drama,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Paul Thomas Anderson English USA Drama Mike Howard Jeffrey W. Jenkins Bruce Goodchild
virgin territory,David Leland,English,Italy,Adventure Comedy History Romance,Hayden Christensen,Ryan Cartwright,David Walliams,David Leland English Italy Adventure Comedy History Romance Hayden Christensen Ryan Cartwright David Walliams
the express,Gary Fleder,English,USA,Biography Drama Sport,Dennis Quaid,Nicole Beharie,Charles S. Dutton,Gary Fleder English USA Biography Drama Sport Dennis Quaid Nicole Beharie Charles S. Dutton
the 5th wave,J Blakeson,English,USA,Action Adventure Sci-Fi Thriller,Chloë Grace Moretz,Maggie Siff,Nick Robinson,J Blakeson English USA Action Adventure Sci-Fi Thriller Chloë Grace Moretz Maggie Siff Nick Robinson
creed,Ryan Coogler,English,USA,Drama Sport,Sylvester Stallone,Phylicia Rashad,Graham McTavish,Ryan Coogler English USA Drama Sport Sylvester Stallone Phylicia Rashad Graham McTavish
the town,Ben Affleck,English,USA,Crime Drama Thriller,Jeremy Renner,Jon Hamm,Owen Burke,Ben Affleck English USA Crime Drama Thriller Jeremy Renner Jon Hamm Owen Burke
what to expect when you're expecting,Kirk Jones,English,USA,Comedy Drama Romance,Anna Kendrick,Dennis Quaid,Thomas Lennon,Kirk Jones English USA Comedy Drama Romance Anna Kendrick Dennis Quaid Thomas Lennon
burn after reading,Ethan Coen,English,USA,Comedy Drama,J.K. Simmons,Brad Pitt,Kevin Sussman,Ethan Coen English USA Comedy Drama J.K. Simmons Brad Pitt Kevin Sussman
nim's island,Jennifer Flackett,English,USA,Adventure Comedy Family Fantasy,Gerard Butler,Anthony Simcoe,Christopher James Baker,Jennifer Flackett English USA Adventure Comedy Family Fantasy Gerard Butler Anthony Simcoe Christopher James Baker
rush,Ron Howard,English,UK,Action Biography Drama Sport,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Ron Howard English UK Action Biography Drama Sport Chris Hemsworth Olivia Wilde Alexandra Maria Lara
magnolia,Paul Thomas Anderson,English,USA,Drama,Patton Oswalt,Neil Flynn,Jim Meskimen,Paul Thomas Anderson English USA Drama Patton Oswalt Neil Flynn Jim Meskimen
cop out,Kevin Smith,English,USA,Action Comedy Crime,Bruce Willis,Tracy Morgan,Kevin Pollak,Kevin Smith English USA Action Comedy Crime Bruce Willis Tracy Morgan Kevin Pollak
